text	category	star_rating	sentiment	template	action
After reading the weekly digest on global economics, I found it had zero editorial quality. I could not get past the first chapter.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	had zero editorial quality
Compared to other places, the tour guide here ruined the entire vacation. Skip this one and try somewhere else.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	ruined the entire vacation
I subscribed for the modern politics coverage and the newspaper had some interesting parts but dragged.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	had some interesting parts but dragged
The special report was clickbait with no real substance. The writing was serviceable but not memorable.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was clickbait with no real substance
The anthology was beautifully written and polished. The price-to-value ratio is excellent.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	was beautifully written and polished
The airport transfer was a complete disappointment. There were several issues during our stay.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	was a complete disappointment
After a weekend at a city hotel in Tokyo, I can say the pool area provided outstanding service.	Travel & Vacation	4	positive	After {duration} at {location}, I can say the {aspect} {action}.	provided outstanding service
The latest magazine from an indie press was misleading and full of bias.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	was misleading and full of bias
Compared to other places, the spa treatment here was beautifully organized. Worth every penny for the experience.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was beautifully organized
The latest quarterly review from a nonprofit newsroom was misleading and full of bias.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was misleading and full of bias
I visited a mountain lodge in the Alps and the room service ruined the entire vacation.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	ruined the entire vacation
The pool area was a complete disappointment, which really shaped our budget experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was a complete disappointment
I subscribed for the space exploration coverage and the special report was riddled with errors and typos.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was riddled with errors and typos
The latest special report from a nonprofit newsroom kept me hooked from start to finish.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	kept me hooked from start to finish
As a casual reader, I think this digital edition offered fresh and insightful content.	Media & Publishing	4	positive	As a {reader_type}, I think this {media_type} {action}.	offered fresh and insightful content
This digital edition about climate change was misleading and full of bias. Avoid unless you enjoy being frustrated.	Media & Publishing	2	negative	This {media_type} about {topic} {action}. {recommendation}.	was misleading and full of bias
The beach access was the worst I have ever seen. We could hear noise all night long.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	was the worst I have ever seen
I subscribed for the global economics coverage and the weekly digest delivered exceptional storytelling.	Media & Publishing	4	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	delivered exceptional storytelling
During our stay, the beach access was average overall. It depends on what you are looking for.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was average overall
After reading the quarterly review on cultural history, I found it set a new standard for the genre. The illustrations and layout were top-notch.	Media & Publishing	5	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	set a new standard for the genre
Compared to other places, the flight experience here was the worst I have ever seen. Skip this one and try somewhere else.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was the worst I have ever seen
Compared to other places, the room service here was a truly memorable experience. Worth every penny for the experience.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was a truly memorable experience
During our stay, the breakfast buffet provided outstanding service. I tell everyone about this place.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	provided outstanding service
Overall the beach access was a truly memorable experience. Through a trusted travel agent.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	was a truly memorable experience
The digital edition was the worst publication I have read. I could not get past the first chapter.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was the worst publication I have read
The newspaper was riddled with errors and typos. There was nothing in it I had not read before.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was riddled with errors and typos
For a business trip, the customer service was absolutely wonderful.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	was absolutely wonderful
Overall the resort amenities was decent for the price. Whatever was available on short notice.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was decent for the price
The weekly digest was riddled with errors and typos. The writing was serviceable but not memorable.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was riddled with errors and typos
I picked up magazine by the editorial board and it was riddled with errors and typos.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	was riddled with errors and typos
The room service was overpriced and underwhelming, which really shaped our adventure experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was overpriced and underwhelming
I subscribed for the technology trends coverage and the magazine was forgettable but not terrible.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	was forgettable but not terrible
Compared to other places, the airport transfer here exceeded all my expectations. I tell everyone about this place.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	exceeded all my expectations
The quarterly review was clickbait with no real substance. I could not get past the first chapter.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was clickbait with no real substance
The editorial quality of the anthology had some interesting parts but dragged. It depends on your level of interest in the topic.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	had some interesting parts but dragged
Overall the check-in process felt like a dream come true. A package deal for our anniversary and it delivered.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	felt like a dream come true
I visited a mountain lodge in the Alps and the spa treatment was decent for the price.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was decent for the price
The newspaper was the worst publication I have read. The price-to-value ratio is excellent.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	was the worst publication I have read
The latest digital edition from a university publisher felt lazy and poorly researched.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	felt lazy and poorly researched
For anyone interested in global economics, this newsletter was misleading and full of bias.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	was misleading and full of bias
We booked a package deal for our anniversary and it delivered and the hotel room was absolutely wonderful.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	was absolutely wonderful
The latest weekly digest from a well-established media group kept me hooked from start to finish.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	kept me hooked from start to finish
The weekly digest was beautifully written and polished. It fills a gap in the market brilliantly.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	was beautifully written and polished
I visited a mountain lodge in the Alps and the pool area provided outstanding service.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	provided outstanding service
For anyone interested in technology trends, this digital edition was riddled with errors and typos.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	was riddled with errors and typos
The resort amenities at a cruise ship in the Caribbean was a complete disappointment. Some things were good and others less so.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	was a complete disappointment
The digital edition was clickbait with no real substance. The arguments fell apart under any scrutiny.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was clickbait with no real substance
I subscribed for the global economics coverage and the quarterly review kept me hooked from start to finish.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	kept me hooked from start to finish
The room service at a seaside resort in Bali left us stranded without help. There were several issues during our stay.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	left us stranded without help
We booked a mid-range option after comparing prices and the airport transfer was decent for the price.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was decent for the price
For a business trip, the check-in process left us stranded without help.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	left us stranded without help
This special report about space exploration delivered exceptional storytelling. A must-read for anyone in the field.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	delivered exceptional storytelling
We booked a mid-range option after comparing prices and the breakfast buffet exceeded all my expectations.	Travel & Vacation	5	positive	We booked {qualifier} and the {aspect} {action}.	exceeded all my expectations
Compared to other places, the room service here was overpriced and underwhelming. It depends on what you are looking for.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was overpriced and underwhelming
After two weeks at an all-inclusive in Cancun, I can say the spa treatment felt like a dream come true.	Travel & Vacation	5	positive	After {duration} at {location}, I can say the {aspect} {action}.	felt like a dream come true
The online journal was misleading and full of bias. The price-to-value ratio is excellent.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	was misleading and full of bias
The latest digital edition from an indie press covered the basics adequately.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	covered the basics adequately
I visited an all-inclusive in Cancun and the tour guide was a complete disappointment.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	was a complete disappointment
We booked based on fake positive reviews and the tour guide was overpriced and underwhelming.	Travel & Vacation	1	negative	We booked {qualifier} and the {aspect} {action}.	was overpriced and underwhelming
The room service at a boutique hotel in Paris was overpriced and underwhelming. The whole place felt neglected.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	was overpriced and underwhelming
The room service at a countryside B&B in Tuscany met basic expectations. Some things were good and others less so.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	met basic expectations
During our stay, the room service provided outstanding service. Great for couples looking for a getaway.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	provided outstanding service
The special report had zero editorial quality. It fills a gap in the market.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	had zero editorial quality
I subscribed for the health and wellness coverage and the podcast transcript provided real depth and nuance.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	provided real depth and nuance
The latest anthology from an indie press covered the basics adequately.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	covered the basics adequately
After reading the magazine on health and wellness, I found it was a standout piece of journalism. Some sections were stronger than others.	Media & Publishing	5	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was a standout piece of journalism
The breakfast buffet was nothing special, which really shaped our solo experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	was nothing special
The latest podcast transcript from an online-only outlet was the worst publication I have read.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was the worst publication I have read
As a casual reader, I think this weekly digest kept me hooked from start to finish.	Media & Publishing	4	positive	As a {reader_type}, I think this {media_type} {action}.	kept me hooked from start to finish
I picked up weekly digest by an independent journalist and it kept me hooked from start to finish.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	kept me hooked from start to finish
For anyone interested in modern politics, this quarterly review provided real depth and nuance.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	provided real depth and nuance
Compared to other places, the resort amenities here was dirty and poorly maintained. Highly recommend for families.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was dirty and poorly maintained
I picked up online journal by a team of investigators and it was beautifully written and polished.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	was beautifully written and polished
During our stay, the airport transfer exceeded all my expectations. I tell everyone about this place.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	exceeded all my expectations
Overall the hotel room was a complete disappointment. The cheapest option and it showed.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	was a complete disappointment
The flight experience was absolutely wonderful. We had no complaints whatsoever.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was absolutely wonderful
The special report was the worst publication I have read. The writing quality was surprisingly poor.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was the worst publication I have read
The pool area was a complete disappointment. There were several issues during our stay.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	was a complete disappointment
The tour guide at a boutique hotel in Paris was spotless and well-maintained. I would come back in a heartbeat.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	was spotless and well-maintained
After reading the newspaper on climate change, I found it was riddled with errors and typos. The writing was serviceable but not memorable.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was riddled with errors and typos
As a casual reader, I think this anthology delivered exceptional storytelling.	Media & Publishing	4	positive	As a {reader_type}, I think this {media_type} {action}.	delivered exceptional storytelling
Compared to other places, the tour guide here exceeded all my expectations. Highly recommend for families.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	exceeded all my expectations
Overall the breakfast buffet was nothing special. Whatever was available on short notice.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was nothing special
The latest newspaper from a university publisher kept me hooked from start to finish.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	kept me hooked from start to finish
This newspaper about health and wellness was misleading and full of bias. Take it or leave it.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	was misleading and full of bias
Compared to other places, the hotel room here was nothing special. Might work for a short stay.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was nothing special
The special report was riddled with errors and typos. The arguments fell apart under any scrutiny.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was riddled with errors and typos
During our stay, the check-in process provided outstanding service. Highly recommend for families.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	provided outstanding service
I picked up weekly digest by a first-time author and it set a new standard for the genre.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	set a new standard for the genre
After a full week at an all-inclusive in Cancun, I can say the beach access was acceptable but unremarkable.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	was acceptable but unremarkable
I picked up digital edition by a veteran reporter and it provided real depth and nuance.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	provided real depth and nuance
As a first-time buyer, I think this podcast transcript wasted my time completely.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	wasted my time completely
During our stay, the resort amenities was beautifully organized. Highly recommend for families.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	was beautifully organized
I picked up online journal by a team of investigators and it was the worst publication I have read.	Media & Publishing	1	negative	I picked up {media_type} by {creator} and it {action}.	was the worst publication I have read
The flight experience made the whole trip worthwhile, which really shaped our romantic experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	made the whole trip worthwhile
For a family trip, the customer service fell far below expectations.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	fell far below expectations
We booked the most expensive package but it was not worth it and the room service was the worst I have ever seen.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	was the worst I have ever seen
The room service was absolutely wonderful. Everything was exactly as advertised.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	was absolutely wonderful
I picked up newsletter by a well-known columnist and it was the worst publication I have read.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	was the worst publication I have read
The anthology had zero editorial quality. The writing quality was surprisingly poor.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	had zero editorial quality
For anyone interested in health and wellness, this special report was misleading and full of bias.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	was misleading and full of bias
The check-in process left us stranded without help, which really shaped our romantic experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	left us stranded without help
During our stay, the check-in process was decent for the price. Fine if you manage your expectations.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was decent for the price
The check-in process was a truly memorable experience, which really shaped our business experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was a truly memorable experience
After two weeks at a mountain lodge in the Alps, I can say the airport transfer exceeded all my expectations.	Travel & Vacation	5	positive	After {duration} at {location}, I can say the {aspect} {action}.	exceeded all my expectations
During our stay, the flight experience was a truly memorable experience. Already planning our next visit.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	was a truly memorable experience
The flight experience was a complete disappointment, which really shaped our adventure experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was a complete disappointment
The editorial quality of the newsletter had zero editorial quality. Save your money and skip this one.	Media & Publishing	2	negative	The editorial quality of the {media_type} {action}. {recommendation}.	had zero editorial quality
Compared to other places, the tour guide here ruined the entire vacation. I wish I had read the bad reviews first.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	ruined the entire vacation
The latest magazine from an online-only outlet was a standout piece of journalism.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	was a standout piece of journalism
After five nights at a safari camp in Kenya, I can say the resort amenities was the worst I have ever seen.	Travel & Vacation	2	negative	After {duration} at {location}, I can say the {aspect} {action}.	was the worst I have ever seen
The flight experience left us stranded without help. The whole place felt neglected.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	left us stranded without help
I subscribed for the health and wellness coverage and the magazine was clickbait with no real substance.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was clickbait with no real substance
The breakfast buffet met basic expectations, which really shaped our romantic experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	met basic expectations
After reading the digital edition on global economics, I found it kept me hooked from start to finish. It had a few interesting points buried in filler.	Media & Publishing	5	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	kept me hooked from start to finish
For anyone interested in artificial intelligence, this magazine was misleading and full of bias.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	was misleading and full of bias
The flight experience made the whole trip worthwhile. Some things were good and others less so.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	made the whole trip worthwhile
As a professional in the field, I think this digital edition was misleading and full of bias.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was misleading and full of bias
This online journal about artificial intelligence was riddled with errors and typos. I cancelled my subscription after this.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	was riddled with errors and typos
The pool area exceeded all my expectations. There were both highs and lows during our stay.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	exceeded all my expectations
I visited a mountain lodge in the Alps and the breakfast buffet was absolutely wonderful.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	was absolutely wonderful
Compared to other places, the breakfast buffet here was acceptable but unremarkable. Might work for a short stay.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was acceptable but unremarkable
Overall the check-in process fell far below expectations. What was marketed as luxury but clearly was not.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	fell far below expectations
The online journal wasted my time completely. It read like an advertisement rather than journalism.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	wasted my time completely
Overall the airport transfer was spotless and well-maintained. Through a trusted travel agent.	Travel & Vacation	5	positive	Overall the {aspect} {action}. {qualifier}.	was spotless and well-maintained
The check-in process at a safari camp in Kenya was a truly memorable experience. The views alone made it worthwhile.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	was a truly memorable experience
The digital edition had zero editorial quality. The writing quality was surprisingly poor.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	had zero editorial quality
I subscribed for the climate change coverage and the anthology was clickbait with no real substance.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was clickbait with no real substance
The resort amenities made the whole trip worthwhile, which really shaped our romantic experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	made the whole trip worthwhile
The editorial quality of the newspaper had zero editorial quality. Not worth the subscription price.	Media & Publishing	2	negative	The editorial quality of the {media_type} {action}. {recommendation}.	had zero editorial quality
The flight experience at a boutique hotel in Paris felt like a dream come true. The staff went above and beyond.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	felt like a dream come true
Compared to other places, the airport transfer here was overpriced and underwhelming. Skip this one and try somewhere else.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was overpriced and underwhelming
The breakfast buffet was the worst I have ever seen. The staff went above and beyond.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	was the worst I have ever seen
Compared to other places, the beach access here provided outstanding service. Already planning our next visit.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	provided outstanding service
Overall the breakfast buffet was spotless and well-maintained. The top-rated option on the site.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	was spotless and well-maintained
The quarterly review was a standout piece of journalism. It is a standout choice for newcomers and experts alike.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	was a standout piece of journalism
Overall the check-in process was beautifully organized. A mid-range option after comparing prices.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	was beautifully organized
The weekly digest wasted my time completely. Fact-checking seemed to be an afterthought.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	wasted my time completely
The weekly digest was misleading and full of bias. The writing was serviceable but not memorable.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was misleading and full of bias
We booked a mid-range option after comparing prices and the hotel room was nothing special.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was nothing special
I visited a boutique hotel in Paris and the resort amenities made the whole trip worthwhile.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	made the whole trip worthwhile
I visited a safari camp in Kenya and the hotel room felt like a dream come true.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	felt like a dream come true
The weekly digest had some interesting parts but dragged. It covered familiar ground competently.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	had some interesting parts but dragged
I subscribed for the modern politics coverage and the podcast transcript wasted my time completely.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	wasted my time completely
During our stay, the pool area felt like a dream come true. Worth every penny for the experience.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	felt like a dream come true
After reading the special report on space exploration, I found it was beautifully written and polished. The research behind the piece was impeccable.	Media & Publishing	5	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was beautifully written and polished
We booked a last-minute deal online and the check-in process was spotless and well-maintained.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	was spotless and well-maintained
During our stay, the pool area was nothing special. There are comparable options in the area.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was nothing special
For anyone interested in space exploration, this anthology was clickbait with no real substance.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	was clickbait with no real substance
As a long-time fan of the genre, I think this newspaper was forgettable but not terrible.	Media & Publishing	3	neutral	As a {reader_type}, I think this {media_type} {action}.	was forgettable but not terrible
The resort amenities at a seaside resort in Bali met basic expectations. Some things were good and others less so.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	met basic expectations
The editorial quality of the magazine offered fresh and insightful content. Worth subscribing just for this.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	offered fresh and insightful content
The customer service at a countryside B&B in Tuscany was average overall. It did the job but nothing stood out.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	was average overall
The beach access at a cruise ship in the Caribbean was spotless and well-maintained. Every detail was thoughtfully arranged.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	was spotless and well-maintained
I picked up podcast transcript by a well-known columnist and it set a new standard for the genre.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	set a new standard for the genre
The check-in process ruined the entire vacation, which really shaped our romantic experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	ruined the entire vacation
After three days at a city hotel in Tokyo, I can say the beach access fell far below expectations.	Travel & Vacation	2	negative	After {duration} at {location}, I can say the {aspect} {action}.	fell far below expectations
For a adventure trip, the flight experience left us stranded without help.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	left us stranded without help
The latest newsletter from an indie press felt lazy and poorly researched.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	felt lazy and poorly researched
I subscribed for the climate change coverage and the newsletter was riddled with errors and typos.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was riddled with errors and typos
The newsletter covered the basics adequately. It had a few interesting points buried in filler.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	covered the basics adequately
The latest newsletter from an online-only outlet wasted my time completely.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	wasted my time completely
The latest online journal from a major publishing house provided real depth and nuance.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	provided real depth and nuance
I visited a seaside resort in Bali and the breakfast buffet provided outstanding service.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	provided outstanding service
The pool area left us stranded without help, which really shaped our romantic experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	left us stranded without help
The online journal wasted my time completely. Fact-checking seemed to be an afterthought.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	wasted my time completely
The spa treatment at a mountain lodge in the Alps was nothing special. It was about what you would expect for the price.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	was nothing special
The weekly digest kept me hooked from start to finish. It fills a gap in the market brilliantly.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	kept me hooked from start to finish
We booked a last-minute deal online and the check-in process fell far below expectations.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	fell far below expectations
I subscribed for the climate change coverage and the digital edition set a new standard for the genre.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	set a new standard for the genre
The latest special report from an indie press was misleading and full of bias.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	was misleading and full of bias
During our stay, the room service made the whole trip worthwhile. Already planning our next visit.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	made the whole trip worthwhile
After reading the online journal on artificial intelligence, I found it neither impressed nor disappointed me. The writing was serviceable but not memorable.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	neither impressed nor disappointed me
The magazine was riddled with errors and typos. It read like an advertisement rather than journalism.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was riddled with errors and typos
We booked a mid-range option after comparing prices and the pool area ruined the entire vacation.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	ruined the entire vacation
I subscribed for the health and wellness coverage and the newsletter wasted my time completely.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	wasted my time completely
The latest anthology from a well-established media group set a new standard for the genre.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	set a new standard for the genre
The special report was the worst publication I have read. It is a solid choice for beginners.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	was the worst publication I have read
After reading the digital edition on space exploration, I found it covered the basics adequately. It had a few interesting points buried in filler.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	covered the basics adequately
We booked whatever was available on short notice and the airport transfer was average overall.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was average overall
During our stay, the check-in process was average overall. Might work for a short stay.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was average overall
The quarterly review was beautifully written and polished. The depth of analysis was remarkable.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	was beautifully written and polished
As a regular subscriber, I think this digital edition was an engaging and captivating read.	Media & Publishing	4	positive	As a {reader_type}, I think this {media_type} {action}.	was an engaging and captivating read
The anthology set a new standard for the genre. The price-to-value ratio is excellent.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	set a new standard for the genre
For a business trip, the beach access left us stranded without help.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	left us stranded without help
