text	category	star_rating	sentiment	template	action
I visited a mountain lodge in the Alps and the room service exceeded all my expectations.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	exceeded all my expectations
I subscribed for the artificial intelligence coverage and the newspaper set a new standard for the genre.	Media & Publishing	4	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	set a new standard for the genre
For anyone interested in space exploration, this magazine was riddled with errors and typos.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	was riddled with errors and typos
The editorial quality of the quarterly review covered the basics adequately. Read it if you have nothing else on your list.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	covered the basics adequately
Overall the resort amenities met basic expectations. Whatever was available on short notice.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	met basic expectations
The latest digital edition from a well-established media group was riddled with errors and typos.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was riddled with errors and typos
After a full week at a mountain lodge in the Alps, I can say the room service was overpriced and underwhelming.	Travel & Vacation	2	negative	After {duration} at {location}, I can say the {aspect} {action}.	was overpriced and underwhelming
The latest online journal from a well-established media group provided real depth and nuance.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	provided real depth and nuance
The breakfast buffet fell far below expectations, which really shaped our romantic experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	fell far below expectations
As a casual reader, I think this newsletter was clickbait with no real substance.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	was clickbait with no real substance
Overall the hotel room was decent for the price. A mid-range option after comparing prices.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was decent for the price
The airport transfer ruined the entire vacation. There were both highs and lows during our stay.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	ruined the entire vacation
This podcast transcript about global economics felt lazy and poorly researched. Not worth the subscription price.	Media & Publishing	2	negative	This {media_type} about {topic} {action}. {recommendation}.	felt lazy and poorly researched
Compared to other places, the spa treatment here left us stranded without help. Only book this if you have no other options.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	left us stranded without help
The podcast transcript was clickbait with no real substance. The arguments fell apart under any scrutiny.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was clickbait with no real substance
Overall the pool area was overpriced and underwhelming. The cheapest option and it showed.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	was overpriced and underwhelming
Compared to other places, the spa treatment here was average overall. There are comparable options in the area.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was average overall
This newspaper about modern politics was clickbait with no real substance. Avoid unless you enjoy being frustrated.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	was clickbait with no real substance
After reading the special report on artificial intelligence, I found it covered the basics adequately. Some sections were stronger than others.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	covered the basics adequately
As a long-time fan of the genre, I think this digital edition was riddled with errors and typos.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was riddled with errors and typos
The latest podcast transcript from an online-only outlet neither impressed nor disappointed me.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	neither impressed nor disappointed me
The editorial quality of the online journal wasted my time completely. I cancelled my subscription after this.	Media & Publishing	1	negative	The editorial quality of the {media_type} {action}. {recommendation}.	wasted my time completely
After two weeks at a safari camp in Kenya, I can say the airport transfer was average overall.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	was average overall
I picked up podcast transcript by a veteran reporter and it was a standard read with no surprises.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	was a standard read with no surprises
During our stay, the breakfast buffet was absolutely wonderful. I would not recommend this to anyone.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	was absolutely wonderful
The editorial quality of the quarterly review offered fresh and insightful content. Perfect for a long flight or commute.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	offered fresh and insightful content
After reading the digital edition on modern politics, I found it provided real depth and nuance. The depth of analysis was remarkable.	Media & Publishing	4	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	provided real depth and nuance
The podcast transcript was beautifully written and polished. It is a standout choice for newcomers and experts alike.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	was beautifully written and polished
I picked up podcast transcript by a well-known columnist and it was a standard read with no surprises.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	was a standard read with no surprises
After a weekend at an all-inclusive in Cancun, I can say the spa treatment was absolutely wonderful.	Travel & Vacation	5	positive	After {duration} at {location}, I can say the {aspect} {action}.	was absolutely wonderful
This podcast transcript about cultural history was misleading and full of bias. Save your money and skip this one.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	was misleading and full of bias
We booked what was marketed as luxury but clearly was not and the resort amenities fell far below expectations.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	fell far below expectations
After three days at a seaside resort in Bali, I can say the customer service was nothing special.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	was nothing special
I visited a countryside B&B in Tuscany and the check-in process ruined the entire vacation.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	ruined the entire vacation
Compared to other places, the flight experience here was overpriced and underwhelming. It depends on what you are looking for.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was overpriced and underwhelming
The breakfast buffet was a complete disappointment. We could hear noise all night long.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	was a complete disappointment
This digital edition about global economics was a standard read with no surprises. Take it or leave it.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	was a standard read with no surprises
This podcast transcript about climate change delivered exceptional storytelling. Take it or leave it.	Media & Publishing	4	positive	This {media_type} about {topic} {action}. {recommendation}.	delivered exceptional storytelling
I visited a countryside B&B in Tuscany and the customer service was spotless and well-maintained.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	was spotless and well-maintained
I subscribed for the space exploration coverage and the newsletter wasted my time completely.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	wasted my time completely
I picked up quarterly review by an independent journalist and it neither impressed nor disappointed me.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	neither impressed nor disappointed me
We booked whatever was available on short notice and the resort amenities was decent for the price.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was decent for the price
The resort amenities was absolutely wonderful, which really shaped our business experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was absolutely wonderful
After three days at a countryside B&B in Tuscany, I can say the customer service was a complete disappointment.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	was a complete disappointment
The spa treatment left us stranded without help, which really shaped our adventure experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	left us stranded without help
I visited a countryside B&B in Tuscany and the beach access was average overall.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was average overall
Overall the flight experience was nothing special. A mid-range option after comparing prices.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was nothing special
The room service exceeded all my expectations, which really shaped our adventure experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	exceeded all my expectations
The quarterly review was a standout piece of journalism. The price-to-value ratio is excellent.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	was a standout piece of journalism
The latest weekly digest from a well-established media group was riddled with errors and typos.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	was riddled with errors and typos
The latest anthology from a major publishing house covered the basics adequately.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	covered the basics adequately
This anthology about technology trends was misleading and full of bias. I cancelled my subscription after this.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	was misleading and full of bias
During our stay, the breakfast buffet was absolutely wonderful. Might work for a short stay.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	was absolutely wonderful
After two weeks at a city hotel in Tokyo, I can say the room service was acceptable but unremarkable.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	was acceptable but unremarkable
I subscribed for the technology trends coverage and the quarterly review was misleading and full of bias.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was misleading and full of bias
This online journal about climate change was an engaging and captivating read. Read it if you have nothing else on your list.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	was an engaging and captivating read
The magazine was a standout piece of journalism. Some sections were stronger than others.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	was a standout piece of journalism
The editorial quality of the anthology offered fresh and insightful content. I have already recommended it to friends.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	offered fresh and insightful content
The podcast transcript was misleading and full of bias. The writing quality was surprisingly poor.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was misleading and full of bias
Compared to other places, the spa treatment here was spotless and well-maintained. Skip this one and try somewhere else.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was spotless and well-maintained
This magazine about modern politics felt lazy and poorly researched. I cancelled my subscription after this.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	felt lazy and poorly researched
I picked up anthology by an independent journalist and it had zero editorial quality.	Media & Publishing	1	negative	I picked up {media_type} by {creator} and it {action}.	had zero editorial quality
Overall the airport transfer was average overall. A mid-range option after comparing prices.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was average overall
Overall the check-in process made the whole trip worthwhile. The top-rated option on the site.	Travel & Vacation	5	positive	Overall the {aspect} {action}. {qualifier}.	made the whole trip worthwhile
For a adventure trip, the airport transfer exceeded all my expectations.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	exceeded all my expectations
For anyone interested in modern politics, this newspaper provided real depth and nuance.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	provided real depth and nuance
I subscribed for the space exploration coverage and the newspaper was misleading and full of bias.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was misleading and full of bias
For a business trip, the resort amenities ruined the entire vacation.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	ruined the entire vacation
The latest podcast transcript from a well-established media group kept me hooked from start to finish.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	kept me hooked from start to finish
The digital edition felt lazy and poorly researched. I could not get past the first chapter.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	felt lazy and poorly researched
The newsletter covered the basics adequately. Some sections were stronger than others.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	covered the basics adequately
The airport transfer was absolutely wonderful, which really shaped our family experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was absolutely wonderful
After two weeks at a countryside B&B in Tuscany, I can say the beach access was overpriced and underwhelming.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	was overpriced and underwhelming
As a first-time buyer, I think this special report was riddled with errors and typos.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was riddled with errors and typos
The airport transfer at a safari camp in Kenya was a complete disappointment. The photos online were misleading.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	was a complete disappointment
The breakfast buffet at a safari camp in Kenya left us stranded without help. It was not worth the money at all.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	left us stranded without help
I subscribed for the cultural history coverage and the magazine had zero editorial quality.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	had zero editorial quality
I visited a seaside resort in Bali and the flight experience was beautifully organized.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
The newspaper was the worst publication I have read. It is overpriced for what you actually get.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	was the worst publication I have read
I subscribed for the technology trends coverage and the newspaper was a standout piece of journalism.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was a standout piece of journalism
The airport transfer at a cruise ship in the Caribbean was dirty and poorly maintained. There were both highs and lows during our stay.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	was dirty and poorly maintained
This digital edition about space exploration was a standout piece of journalism. I have already recommended it to friends.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	was a standout piece of journalism
The latest newspaper from an indie press felt lazy and poorly researched.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	felt lazy and poorly researched
The latest weekly digest from a nonprofit newsroom was forgettable but not terrible.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	was forgettable but not terrible
The pool area ruined the entire vacation, which really shaped our solo experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	ruined the entire vacation
For anyone interested in health and wellness, this special report delivered exceptional storytelling.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	delivered exceptional storytelling
The flight experience felt like a dream come true, which really shaped our business experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	felt like a dream come true
The latest anthology from a university publisher was a standout piece of journalism.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	was a standout piece of journalism
After reading the magazine on climate change, I found it was misleading and full of bias. I could not get past the first chapter.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was misleading and full of bias
This weekly digest about technology trends had some interesting parts but dragged. Take it or leave it.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	had some interesting parts but dragged
I subscribed for the health and wellness coverage and the magazine was clickbait with no real substance.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was clickbait with no real substance
I subscribed for the health and wellness coverage and the newspaper offered fresh and insightful content.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	offered fresh and insightful content
For anyone interested in modern politics, this magazine set a new standard for the genre.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	set a new standard for the genre
For anyone interested in technology trends, this magazine offered fresh and insightful content.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	offered fresh and insightful content
For anyone interested in global economics, this online journal kept me hooked from start to finish.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	kept me hooked from start to finish
I picked up newsletter by a veteran reporter and it neither impressed nor disappointed me.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	neither impressed nor disappointed me
The breakfast buffet was dirty and poorly maintained, which really shaped our budget experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was dirty and poorly maintained
The resort amenities was absolutely wonderful, which really shaped our romantic experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was absolutely wonderful
For anyone interested in global economics, this digital edition offered fresh and insightful content.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	offered fresh and insightful content
This newsletter about health and wellness set a new standard for the genre. Perfect for a long flight or commute.	Media & Publishing	4	positive	This {media_type} about {topic} {action}. {recommendation}.	set a new standard for the genre
Compared to other places, the resort amenities here ruined the entire vacation. Save your money and look elsewhere.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	ruined the entire vacation
For a solo trip, the beach access was a complete disappointment.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	was a complete disappointment
I visited a cruise ship in the Caribbean and the airport transfer was dirty and poorly maintained.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	was dirty and poorly maintained
The latest podcast transcript from a well-established media group was a standout piece of journalism.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	was a standout piece of journalism
The airport transfer at a seaside resort in Bali was spotless and well-maintained. There were both highs and lows during our stay.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	was spotless and well-maintained
I picked up digital edition by an independent journalist and it kept me hooked from start to finish.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	kept me hooked from start to finish
The editorial quality of the anthology was clickbait with no real substance. Not worth the subscription price.	Media & Publishing	2	negative	The editorial quality of the {media_type} {action}. {recommendation}.	was clickbait with no real substance
For anyone interested in artificial intelligence, this podcast transcript had zero editorial quality.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	had zero editorial quality
During our stay, the tour guide was decent for the price. Fine if you manage your expectations.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was decent for the price
The latest newsletter from a major publishing house was the worst publication I have read.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was the worst publication I have read
The digital edition neither impressed nor disappointed me. Some sections were stronger than others.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	neither impressed nor disappointed me
The editorial quality of the online journal set a new standard for the genre. A must-read for anyone in the field.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	set a new standard for the genre
We booked the most expensive package but it was not worth it and the spa treatment ruined the entire vacation.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	ruined the entire vacation
I picked up newsletter by a team of investigators and it had zero editorial quality.	Media & Publishing	1	negative	I picked up {media_type} by {creator} and it {action}.	had zero editorial quality
Overall the breakfast buffet provided outstanding service. A package deal for our anniversary and it delivered.	Travel & Vacation	5	positive	Overall the {aspect} {action}. {qualifier}.	provided outstanding service
After two weeks at a boutique hotel in Paris, I can say the check-in process provided outstanding service.	Travel & Vacation	4	positive	After {duration} at {location}, I can say the {aspect} {action}.	provided outstanding service
During our stay, the resort amenities was nothing special. There are comparable options in the area.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was nothing special
Overall the tour guide fell far below expectations. Based on fake positive reviews.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	fell far below expectations
I picked up newsletter by a veteran reporter and it provided real depth and nuance.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	provided real depth and nuance
After a full week at a seaside resort in Bali, I can say the breakfast buffet exceeded all my expectations.	Travel & Vacation	5	positive	After {duration} at {location}, I can say the {aspect} {action}.	exceeded all my expectations
The room service was a complete disappointment, which really shaped our budget experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was a complete disappointment
Compared to other places, the beach access here fell far below expectations. Skip this one and try somewhere else.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	fell far below expectations
The latest newspaper from a nonprofit newsroom set a new standard for the genre.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	set a new standard for the genre
After reading the podcast transcript on artificial intelligence, I found it neither impressed nor disappointed me. It had a few interesting points buried in filler.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	neither impressed nor disappointed me
The online journal had zero editorial quality. I could not get past the first chapter.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	had zero editorial quality
Compared to other places, the hotel room here was spotless and well-maintained. Save your money and look elsewhere.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was spotless and well-maintained
After a full week at a city hotel in Tokyo, I can say the spa treatment was beautifully organized.	Travel & Vacation	5	positive	After {duration} at {location}, I can say the {aspect} {action}.	was beautifully organized
For a adventure trip, the room service left us stranded without help.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	left us stranded without help
The digital edition was an engaging and captivating read. It covered familiar ground competently.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	was an engaging and captivating read
I picked up newspaper by a veteran reporter and it was an engaging and captivating read.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	was an engaging and captivating read
For a business trip, the customer service was a complete disappointment.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	was a complete disappointment
After five nights at a mountain lodge in the Alps, I can say the flight experience was dirty and poorly maintained.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	was dirty and poorly maintained
The airport transfer ruined the entire vacation. We could hear noise all night long.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	ruined the entire vacation
For anyone interested in space exploration, this newsletter wasted my time completely.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	wasted my time completely
I picked up weekly digest by a veteran reporter and it had zero editorial quality.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	had zero editorial quality
The online journal provided real depth and nuance. It is a standout choice for newcomers and experts alike.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	provided real depth and nuance
This quarterly review about space exploration was a standout piece of journalism. It depends on your level of interest in the topic.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	was a standout piece of journalism
The online journal offered fresh and insightful content. The research behind the piece was impeccable.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	offered fresh and insightful content
The hotel room felt like a dream come true. I would come back in a heartbeat.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	felt like a dream come true
The latest digital edition from a nonprofit newsroom was riddled with errors and typos.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was riddled with errors and typos
Compared to other places, the pool area here was average overall. Might work for a short stay.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was average overall
As a first-time buyer, I think this digital edition kept me hooked from start to finish.	Media & Publishing	4	positive	As a {reader_type}, I think this {media_type} {action}.	kept me hooked from start to finish
Overall the spa treatment was average overall. A last-minute deal online.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was average overall
The breakfast buffet was the worst I have ever seen, which really shaped our business experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was the worst I have ever seen
The breakfast buffet at a seaside resort in Bali was nothing special. Some things were good and others less so.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	was nothing special
I subscribed for the cultural history coverage and the quarterly review had some interesting parts but dragged.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	had some interesting parts but dragged
The digital edition wasted my time completely. It is overpriced for what you actually get.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	wasted my time completely
Compared to other places, the pool area here was beautifully organized. Worth every penny for the experience.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was beautifully organized
I subscribed for the artificial intelligence coverage and the special report was an engaging and captivating read.	Media & Publishing	4	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was an engaging and captivating read
Compared to other places, the check-in process here was nothing special. Might work for a short stay.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was nothing special
I picked up online journal by a well-known columnist and it kept me hooked from start to finish.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	kept me hooked from start to finish
Overall the flight experience was a truly memorable experience. Through a trusted travel agent.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	was a truly memorable experience
The airport transfer was a truly memorable experience. The staff went above and beyond.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was a truly memorable experience
I subscribed for the cultural history coverage and the quarterly review felt lazy and poorly researched.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	felt lazy and poorly researched
The podcast transcript had some interesting parts but dragged. It covered familiar ground competently.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	had some interesting parts but dragged
Overall the check-in process was the worst I have ever seen. What was marketed as luxury but clearly was not.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	was the worst I have ever seen
For anyone interested in technology trends, this magazine was a standout piece of journalism.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	was a standout piece of journalism
I subscribed for the cultural history coverage and the special report was misleading and full of bias.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was misleading and full of bias
Compared to other places, the tour guide here provided outstanding service. Already planning our next visit.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	provided outstanding service
After reading the magazine on cultural history, I found it was the worst publication I have read. The writing quality was surprisingly poor.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was the worst publication I have read
We booked a last-minute deal online and the check-in process felt like a dream come true.	Travel & Vacation	5	positive	We booked {qualifier} and the {aspect} {action}.	felt like a dream come true
We booked a mid-range option after comparing prices and the flight experience was a complete disappointment.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	was a complete disappointment
For anyone interested in artificial intelligence, this newspaper delivered exceptional storytelling.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	delivered exceptional storytelling
We booked whatever was available on short notice and the check-in process was nothing special.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was nothing special
This anthology about artificial intelligence set a new standard for the genre. Perfect for a long flight or commute.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	set a new standard for the genre
The magazine had zero editorial quality. It read like an advertisement rather than journalism.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	had zero editorial quality
I subscribed for the modern politics coverage and the online journal felt lazy and poorly researched.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	felt lazy and poorly researched
The pool area provided outstanding service, which really shaped our romantic experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	provided outstanding service
The newsletter offered fresh and insightful content. It fills a gap in the market brilliantly.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	offered fresh and insightful content
The tour guide fell far below expectations, which really shaped our romantic experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	fell far below expectations
Compared to other places, the check-in process here was nothing special. Might work for a short stay.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was nothing special
The editorial quality of the podcast transcript was beautifully written and polished. Worth subscribing just for this.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was beautifully written and polished
For a budget trip, the pool area was acceptable but unremarkable.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	was acceptable but unremarkable
For a romantic trip, the customer service fell far below expectations.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	fell far below expectations
The airport transfer was spotless and well-maintained. The views alone made it worthwhile.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was spotless and well-maintained
The pool area was acceptable but unremarkable. It did the job but nothing stood out.	Travel & Vacation	3	neutral	The {aspect} {action}. {detail}.	was acceptable but unremarkable
For a solo trip, the tour guide was a complete disappointment.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	was a complete disappointment
I visited a countryside B&B in Tuscany and the customer service was beautifully organized.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
Overall the flight experience was the worst I have ever seen. What was marketed as luxury but clearly was not.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	was the worst I have ever seen
During our stay, the spa treatment left us stranded without help. I wish I had read the bad reviews first.	Travel & Vacation	1	negative	During our stay, the {aspect} {action}. {recommendation}.	left us stranded without help
The customer service at a cruise ship in the Caribbean was decent for the price. Some things were good and others less so.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	was decent for the price
Compared to other places, the resort amenities here was dirty and poorly maintained. There are comparable options in the area.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was dirty and poorly maintained
